"Family","Genus","Species","ID","Agei","Ri","Agecpt","Rcpt","Lcpt","L0p","R0p","Li_bayes","Li_freq","Biomass","Location","Observer"
"Pomacentridae","Abudefduf","Abudefduf sexfasciatus","GAM18_A167",4,0.535136847,9,0.782894641,151,2.65,0.0278418561666667,118.066012113377,104.111186022685,73.4,"Gambiers","Fabien Morat"
"Pomacentridae","Abudefduf","Abudefduf sexfasciatus","GAM18_A167",5,0.591279522,9,0.782894641,151,2.65,0.0278418561666667,125.96799333084,114.821022482372,73.4,"Gambiers","Fabien Morat"
"Pomacentridae","Abudefduf","Abudefduf sexfasciatus","GAM18_A167",6,0.640310125,9,0.782894641,151,2.65,0.0278418561666667,132.636097136779,124.130360010451,73.4,"Gambiers","Fabien Morat"
"Pomacentridae","Abudefduf","Abudefduf sexfasciatus","GAM18_A167",7,0.681102281,9,0.782894641,151,2.65,0.0278418561666667,138.03614191426,131.846874188334,73.4,"Gambiers","Fabien Morat"
"Pomacentridae","Abudefduf","Abudefduf sexfasciatus","GAM18_A167",8,0.727102281,9,0.782894641,151,2.65,0.0278418561666667,143.979736558508,140.519544394637,73.4,"Gambiers","Fabien Morat"
"Pomacentridae","Abudefduf","Abudefduf sexfasciatus","GAM18_A167",9,0.755894641,9,0.782894641,151,2.65,0.0278418561666667,147.627219532902,145.933192021611,73.4,"Gambiers","Fabien Morat"
"Pomacentridae","Abudefduf","Abudefduf sexfasciatus","GAM18_A170",0,NA,7,0.644538831,154,2.65,0.0278418561666667,2.65,2.65,73.9,"Gambiers","Fabien Morat"
"Pomacentridae","Abudefduf","Abudefduf sexfasciatus","GAM18_A170",1,0.298343761,7,0.644538831,154,2.65,0.0278418561666667,91.5986276273675,68.4941023707538,73.9,"Gambiers","Fabien Morat"
"Pomacentridae","Abudefduf","Abudefduf sexfasciatus","GAM18_A170",2,0.398792753,7,0.644538831,154,2.65,0.0278418561666667,111.551723062543,93.2180190222338,73.9,"Gambiers","Fabien Morat"
"Pomacentridae","Abudefduf","Abudefduf sexfasciatus","GAM18_A170",3,0.472291053,7,0.644538831,154,2.65,0.0278418561666667,125.024706326372,111.35845096973,73.9,"Gambiers","Fabien Morat"
"Pomacentridae","Abudefduf","Abudefduf sexfasciatus","GAM18_A170",4,0.528371352,7,0.644538831,154,2.65,0.0278418561666667,134.81153675146,125.223546452703,73.9,"Gambiers","Fabien Morat"
"Pomacentridae","Abudefduf","Abudefduf sexfasciatus","GAM18_A170",5,0.564371352,7,0.644538831,154,2.65,0.0278418561666667,140.90232109846,134.133711716712,73.9,"Gambiers","Fabien Morat"
"Pomacentridae","Abudefduf","Abudefduf sexfasciatus","GAM18_A170",6,0.594520979,7,0.644538831,154,2.65,0.0278418561666667,145.899590887983,141.601270268383,73.9,"Gambiers","Fabien Morat"
"Pomacentridae","Abudefduf","Abudefduf sexfasciatus","GAM18_A170",7,0.622538831,7,0.644538831,154,2.65,0.0278418561666667,150.465007926771,148.544995528505,73.9,"Gambiers","Fabien Morat"
"Pomacentridae","Abudefduf","Abudefduf sexfasciatus","GAM18_A172",0,NA,7,0.644538831,162,2.65,0.0278418561666667,2.65,2.65,75.7,"Gambiers","Fabien Morat"
"Pomacentridae","Abudefduf","Abudefduf sexfasciatus","GAM18_A172",1,0.314493243,7,0.644538831,162,2.65,0.0278418561666667,99.5758624248498,75.4316069597254,75.7,"Gambiers","Fabien Morat"
"Pomacentridae","Abudefduf","Abudefduf sexfasciatus","GAM18_A172",2,0.403307656,7,0.644538831,162,2.65,0.0278418561666667,117.976479547056,98.5500210120121,75.7,"Gambiers","Fabien Morat"
"Pomacentridae","Abudefduf","Abudefduf sexfasciatus","GAM18_A172",3,0.467338899,7,0.644538831,162,2.65,0.0278418561666667,130.37773613969,115.308442019744,75.7,"Gambiers","Fabien Morat"
"Pomacentridae","Abudefduf","Abudefduf sexfasciatus","GAM18_A172",4,0.530370637,7,0.644538831,162,2.65,0.0278418561666667,142.02822350611,131.868407699584,75.7,"Gambiers","Fabien Morat"
"Pomacentridae","Abudefduf","Abudefduf sexfasciatus","GAM18_A172",5,0.595646973,7,0.644538831,162,2.65,0.0278418561666667,153.607059794465,149.076312605519,75.7,"Gambiers","Fabien Morat"
"Pomacentridae","Abudefduf","Abudefduf sexfasciatus","GAM18_A172",6,0.640054179,7,0.644538831,162,2.65,0.0278418561666667,161.239305256734,160.813386175117,75.7,"Gambiers","Fabien Morat"
"Pomacentridae","Abudefduf","Abudefduf sexfasciatus","GAM18_A172",7,0.688095828,7,0.644538831,162,2.65,0.0278418561666667,169.298231226219,173.536734131506,75.7,"Gambiers","Fabien Morat"
"Pomacentridae","Abudefduf","Abudefduf sexfasciatus","GAM18_B009",0,NA,6,0.66115622,158.89,2.65,0.0278418561666667,2.65,2.65,75,"Gambiers","Fabien Morat"
"Pomacentridae","Abudefduf","Abudefduf sexfasciatus","GAM18_B009",1,0.309273342,6,0.66115622,158.89,2.65,0.0278418561666667,95.1614400830819,71.4502607479534,75,"Gambiers","Fabien Morat"
"Pomacentridae","Abudefduf","Abudefduf sexfasciatus","GAM18_B009",2,0.388197356,6,0.66115622,158.89,2.65,0.0278418561666667,111.055280330467,90.9787346854084,75,"Gambiers","Fabien Morat"
"Pomacentridae","Abudefduf","Abudefduf sexfasciatus","GAM18_B009",3,0.467045311,6,0.66115622,158.89,2.65,0.0278418561666667,125.824715824304,110.54339565112,75,"Gambiers","Fabien Morat"
"Pomacentridae","Abudefduf","Abudefduf sexfasciatus","GAM18_B009",4,0.515377495,6,0.66115622,158.89,2.65,0.0278418561666667,134.444564083972,122.55919554601,75,"Gambiers","Fabien Morat"
"Pomacentridae","Abudefduf","Abudefduf sexfasciatus","GAM18_B009",5,0.568528224,6,0.66115622,158.89,2.65,0.0278418561666667,143.604731250475,135.790811863615,75,"Gambiers","Fabien Morat"
"Pomacentridae","Abudefduf","Abudefduf sexfasciatus","GAM18_B009",6,0.617190324,6,0.66115622,158.89,2.65,0.0278418561666667,151.733882143915,147.919998320648,75,"Gambiers","Fabien Morat"
"Pomacentridae","Abudefduf","Abudefduf sexfasciatus","GAM18_B010",0,NA,3,0.611016328,170.52,2.65,0.0278418561666667,2.65,2.65,78,"Gambiers","Fabien Morat"
"Pomacentridae","Abudefduf","Abudefduf sexfasciatus","GAM18_B010",1,0.360966757,3,0.611016328,170.52,2.65,0.0278418561666667,118.932063264675,95.8279223412463,78,"Gambiers","Fabien Morat"
"Pomacentridae","Abudefduf","Abudefduf sexfasciatus","GAM18_B010",2,0.493741002,3,0.611016328,170.52,2.65,0.0278418561666667,147.399775436765,135.190426759557,78,"Gambiers","Fabien Morat"
"Pomacentridae","Abudefduf","Abudefduf sexfasciatus","GAM18_B010",3,0.576087829,3,0.611016328,170.52,2.65,0.0278418561666667,163.795876495724,159.949612985291,78,"Gambiers","Fabien Morat"
"Pomacentridae","Abudefduf","Abudefduf sexfasciatus","GAM18_B110",0,NA,4,0.62930852,161.46,2.65,0.0278418561666667,2.65,2.65,77.9,"Gambiers","Fabien Morat"
"Pomacentridae","Abudefduf","Abudefduf sexfasciatus","GAM18_B110",1,0.380131556,4,0.62930852,161.46,2.65,0.0278418561666667,114.691806304655,94.2410611524406,77.9,"Gambiers","Fabien Morat"
"Pomacentridae","Abudefduf","Abudefduf sexfasciatus","GAM18_B110",2,0.479131556,4,0.62930852,161.46,2.65,0.0278418561666667,134.240862972686,120.805513067652,77.9,"Gambiers","Fabien Morat"
"Pomacentridae","Abudefduf","Abudefduf sexfasciatus","GAM18_B110",3,0.565276782,4,0.62930852,161.46,2.65,0.0278418561666667,150.155618959776,144.07916667307,77.9,"Gambiers","Fabien Morat"
"Pomacentridae","Abudefduf","Abudefduf sexfasciatus","GAM18_B110",4,0.601290669,4,0.62930852,161.46,2.65,0.0278418561666667,156.563373888315,153.846836062394,77.9,"Gambiers","Fabien Morat"
"Acanthuridae","Acanthurus","Acanthurus achilles","AC_AC_SC_03_16_001",0,0.014,27,1.07659108114909,245.51,1.7,0.0155714285714286,1.7,1.7,201.3,"Scilly","Jean Bienvenu"
"Acanthuridae","Acanthurus","Acanthurus achilles","AC_AC_SC_03_16_001",1,0.401479502866136,27,1.07659108114909,245.51,1.7,0.0155714285714286,128.734874011397,182.490115233682,201.3,"Scilly","Jean Bienvenu"
"Acanthuridae","Acanthurus","Acanthurus achilles","AC_AC_SC_03_16_001",2,0.45699752129099,27,1.07659108114909,245.51,1.7,0.0155714285714286,140.386403846731,190.532439269557,201.3,"Scilly","Jean Bienvenu"
"Acanthuridae","Acanthurus","Acanthurus achilles","AC_AC_SC_03_16_001",3,0.497228257324887,27,1.07659108114909,245.51,1.7,0.0155714285714286,148.479960065159,195.808454967972,201.3,"Scilly","Jean Bienvenu"
"Acanthuridae","Acanthurus","Acanthurus achilles","AC_AC_SC_03_16_001",4,0.533512305619068,27,1.07659108114909,245.51,1.7,0.0155714285714286,155.559446151105,200.235473090542,201.3,"Scilly","Jean Bienvenu"
"Acanthuridae","Acanthurus","Acanthurus achilles","AC_AC_SC_03_16_001",5,0.557413744393526,27,1.07659108114909,245.51,1.7,0.0155714285714286,160.119200219413,203.000535007046,201.3,"Scilly","Jean Bienvenu"
"Acanthuridae","Acanthurus","Acanthurus achilles","AC_AC_SC_03_16_001",6,0.577822076025485,27,1.07659108114909,245.51,1.7,0.0155714285714286,163.951869558818,205.275218333833,201.3,"Scilly","Jean Bienvenu"
"Acanthuridae","Acanthurus","Acanthurus achilles","AC_AC_SC_03_16_001",7,0.606328831548806,27,1.07659108114909,245.51,1.7,0.0155714285714286,169.217395782814,208.330039925664,201.3,"Scilly","Jean Bienvenu"
"Acanthuridae","Acanthurus","Acanthurus achilles","AC_AC_SC_03_16_001",8,0.633834195224624,27,1.07659108114909,245.51,1.7,0.0155714285714286,174.206512709292,211.152970199131,201.3,"Scilly","Jean Bienvenu"
"Acanthuridae","Acanthurus","Acanthurus achilles","AC_AC_SC_03_16_001",9,0.65553632261755,27,1.07659108114909,245.51,1.7,0.0155714285714286,178.083324050446,213.30068604705,201.3,"Scilly","Jean Bienvenu"
"Acanthuridae","Acanthurus","Acanthurus achilles","AC_AC_SC_03_16_001",10,0.681746783419368,27,1.07659108114909,245.51,1.7,0.0155714285714286,182.699145590616,215.807747814155,201.3,"Scilly","Jean Bienvenu"
"Acanthuridae","Acanthurus","Acanthurus achilles","AC_AC_SC_03_16_001",11,0.706612155701015,27,1.07659108114909,245.51,1.7,0.0155714285714286,187.014392917949,218.104296118424,201.3,"Scilly","Jean Bienvenu"
"Acanthuridae","Acanthurus","Acanthurus achilles","AC_AC_SC_03_16_001",12,0.728321059161422,27,1.07659108114909,245.51,1.7,0.0155714285714286,190.733631411398,220.048422938967,201.3,"Scilly","Jean Bienvenu"
"Acanthuridae","Acanthurus","Acanthurus achilles","AC_AC_SC_03_16_001",13,0.755540267841155,27,1.07659108114909,245.51,1.7,0.0155714285714286,195.336442764728,222.410956548404,201.3,"Scilly","Jean Bienvenu"
"Acanthuridae","Acanthurus","Acanthurus achilles","AC_AC_SC_03_16_001",14,0.782776636479441,27,1.07659108114909,245.51,1.7,0.0155714285714286,199.878030241254,224.696722311322,201.3,"Scilly","Jean Bienvenu"
"Acanthuridae","Acanthurus","Acanthurus achilles","AC_AC_SC_03_16_001",15,0.803083301847122,27,1.07659108114909,245.51,1.7,0.0155714285714286,203.224269857635,226.353091335476,201.3,"Scilly","Jean Bienvenu"
"Acanthuridae","Acanthurus","Acanthurus achilles","AC_AC_SC_03_16_001",16,0.825106064301158,27,1.07659108114909,245.51,1.7,0.0155714285714286,206.816412415879,228.105799144835,201.3,"Scilly","Jean Bienvenu"
"Acanthuridae","Acanthurus","Acanthurus achilles","AC_AC_SC_03_16_001",17,0.847197534501071,27,1.07659108114909,245.51,1.7,0.0155714285714286,210.382631838818,229.820621476963,201.3,"Scilly","Jean Bienvenu"
"Acanthuridae","Acanthurus","Acanthurus achilles","AC_AC_SC_03_16_001",18,0.868354769726337,27,1.07659108114909,245.51,1.7,0.0155714285714286,213.764452418757,231.424218574992,201.3,"Scilly","Jean Bienvenu"
"Acanthuridae","Acanthurus","Acanthurus achilles","AC_AC_SC_03_16_001",19,0.887975249632795,27,1.07659108114909,245.51,1.7,0.0155714285714286,216.872279212664,232.879058426891,201.3,"Scilly","Jean Bienvenu"
"Acanthuridae","Acanthurus","Acanthurus achilles","AC_AC_SC_03_16_001",20,0.910822949900823,27,1.07659108114909,245.51,1.7,0.0155714285714286,220.458068714492,234.535831317161,201.3,"Scilly","Jean Bienvenu"
"Acanthuridae","Acanthurus","Acanthurus achilles","AC_AC_SC_03_16_001",21,0.932879668690783,27,1.07659108114909,245.51,1.7,0.0155714285714286,223.886950448849,236.098831477058,201.3,"Scilly","Jean Bienvenu"
"Acanthuridae","Acanthurus","Acanthurus achilles","AC_AC_SC_03_16_001",22,0.95376865761373,27,1.07659108114909,245.51,1.7,0.0155714285714286,227.105614500967,237.547584469984,201.3,"Scilly","Jean Bienvenu"
"Acanthuridae","Acanthurus","Acanthurus achilles","AC_AC_SC_03_16_001",23,0.978868331928942,27,1.07659108114909,245.51,1.7,0.0155714285714286,230.937416425621,239.249678950119,201.3,"Scilly","Jean Bienvenu"
"Acanthuridae","Acanthurus","Acanthurus achilles","AC_AC_SC_03_16_001",24,0.99799408432568,27,1.07659108114909,245.51,1.7,0.0155714285714286,233.831913758866,240.519516616987,201.3,"Scilly","Jean Bienvenu"
"Acanthuridae","Acanthurus","Acanthurus achilles","AC_AC_SC_03_16_001",25,1.01664539264454,27,1.07659108114909,245.51,1.7,0.0155714285714286,236.634160658099,241.736153340674,201.3,"Scilly","Jean Bienvenu"
"Acanthuridae","Acanthurus","Acanthurus achilles","AC_AC_SC_03_16_001",26,1.03429060908402,27,1.07659108114909,245.51,1.7,0.0155714285714286,239.267143118698,242.868124458497,201.3,"Scilly","Jean Bienvenu"
"Acanthuridae","Acanthurus","Acanthurus achilles","AC_AC_SC_03_16_001",27,1.05683400546464,27,1.07659108114909,245.51,1.7,0.0155714285714286,242.60610060801,244.288368492911,201.3,"Scilly","Jean Bienvenu"
"Acanthuridae","Acanthurus","Acanthurus achilles","AC_AC_SC_03_16_002",0,NA,13,0.793880902516876,229.649,1.7,0.0155714285714286,1.7,1.7,173.1,"Scilly","Jean Bienvenu"
"Acanthuridae","Acanthurus","Acanthurus achilles","AC_AC_SC_03_16_002",1,0.401615454200662,13,0.793880902516876,229.649,1.7,0.0155714285714286,146.297420211251,185.703723796417,173.1,"Scilly","Jean Bienvenu"
"Acanthuridae","Acanthurus","Acanthurus achilles","AC_AC_SC_03_16_002",2,0.456657606592671,13,0.793880902516876,229.649,1.7,0.0155714285714286,159.370953421478,193.833433953347,173.1,"Scilly","Jean Bienvenu"
"Acanthuridae","Acanthurus","Acanthurus achilles","AC_AC_SC_03_16_002",3,0.498832204210316,13,0.793880902516876,229.649,1.7,0.0155714285714286,169.000521922213,199.465641882799,173.1,"Scilly","Jean Bienvenu"
"Acanthuridae","Acanthurus","Acanthurus achilles","AC_AC_SC_03_16_002",4,0.551514434756557,13,0.793880902516876,229.649,1.7,0.0155714285714286,180.622406774676,205.907662588879,173.1,"Scilly","Jean Bienvenu"
"Acanthuridae","Acanthurus","Acanthurus achilles","AC_AC_SC_03_16_002",5,0.583719424200168,13,0.793880902516876,229.649,1.7,0.0155714285714286,187.528676128772,209.568439325785,173.1,"Scilly","Jean Bienvenu"
"Acanthuridae","Acanthurus","Acanthurus achilles","AC_AC_SC_03_16_002",6,0.611977189969202,13,0.793880902516876,229.649,1.7,0.0155714285714286,193.475903040724,212.628532322221,173.1,"Scilly","Jean Bienvenu"
"Acanthuridae","Acanthurus","Acanthurus achilles","AC_AC_SC_03_16_002",7,0.64151810848779,13,0.793880902516876,229.649,1.7,0.0155714285714286,199.588433945424,215.68976632475,173.1,"Scilly","Jean Bienvenu"
"Acanthuridae","Acanthurus","Acanthurus achilles","AC_AC_SC_03_16_002",8,0.668825201382751,13,0.793880902516876,229.649,1.7,0.0155714285714286,205.149433128432,218.404732110259,173.1,"Scilly","Jean Bienvenu"
"Acanthuridae","Acanthurus","Acanthurus achilles","AC_AC_SC_03_16_002",9,0.697202488209226,13,0.793880902516876,229.649,1.7,0.0155714285714286,210.842881945596,221.118668808154,173.1,"Scilly","Jean Bienvenu"
"Acanthuridae","Acanthurus","Acanthurus achilles","AC_AC_SC_03_16_002",10,0.721003535261973,13,0.793880902516876,229.649,1.7,0.0155714285714286,215.55459055691,223.316628007068,173.1,"Scilly","Jean Bienvenu"
"Acanthuridae","Acanthurus","Acanthurus achilles","AC_AC_SC_03_16_002",11,0.743011891230762,13,0.793880902516876,229.649,1.7,0.0155714285714286,219.862285448732,225.289620560323,173.1,"Scilly","Jean Bienvenu"
"Acanthuridae","Acanthurus","Acanthurus achilles","AC_AC_SC_03_16_002",12,0.760598873328132,13,0.793880902516876,229.649,1.7,0.0155714285714286,223.272014229858,226.8274446519,173.1,"Scilly","Jean Bienvenu"
